id,level,expression,reading,meaning_en,meaning_zh,tags,source_guid,source
jlpt-n3-1035,N3,虫歯,むしば,"cavity, tooth decay",蛀牙,JLPT JLPT_2 JLPT_3,p^*~90tI~;,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1036,N3,寧ろ,むしろ,"rather, better, instead",不如说；宁可,JLPT JLPT_2 JLPT_3,iKd&nF*kp>,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1037,N3,蒸す,むす,"to steam, to poultice, to be sultry",蒸；闷热,JLPT JLPT_2 JLPT_3,A8e|Klqr_`,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1038,N3,結ぶ,むすぶ,"to tie, to bind, to link",系；连接；缔结,JLPT JLPT_2 JLPT_3,ymg7!.{d0`,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1039,N3,無駄,むだ,"futility, uselessness",徒劳；浪费,JLPT JLPT_2 JLPT_3,f?04M}_6S/,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1040,N3,夢中,むちゅう,"crush, crazy, be hooked on",热衷；入迷,JLPT JLPT_2 JLPT_3,c*kD_bu37.,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1041,N3,胸,むね,"breast, chest",胸；胸部,JLPT JLPT_2 JLPT_3,yLcSyJ#.nc,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1042,N3,無料,むりょう,"free, no charge",免费,JLPT JLPT_2 JLPT_3,JN6`<L^h|2,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1043,N3,芽,め,sprout,芽；嫩芽,JLPT JLPT_2 JLPT_3,"j,J}0*}#hN",jamsinclair/open-anki-jlpt-decks
jlpt-n3-1044,N3,明確,めいかく,"clear, definite",明确；清晰,JLPT JLPT_2 JLPT_3,DCM(3>-lRK,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1045,N3,名刺,めいし,(name) card; business card,名片,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,K3cZp`gUUo,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1046,N3,名詞,めいし,noun,名词,JLPT JLPT_2 JLPT_3,iPorDGRE(|,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1047,N3,命じる,めいじる,"to order, to command, to appoint",命令；吩咐；任命,JLPT JLPT_2 JLPT_3,qg|.+Szu_I,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1048,N3,名人,めいじん,"master, expert",高手；名家；大师,JLPT JLPT_2 JLPT_3,Fni-n$8WrW,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1049,N3,命令,めいれい,"order, command, decree",命令；吩咐,JLPT JLPT_2 JLPT_3,KKSB-pS%yq,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1050,N3,迷惑,めいわく,"trouble, bother, annoyance",麻烦；困扰,JLPT JLPT_2 JLPT_3,"i.t)w,3ng-",jamsinclair/open-anki-jlpt-decks
jlpt-n3-1051,N3,目上,めうえ,person of higher status; one's senior,长辈；上级,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,oNjcNV)ff[,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1052,N3,飯,めし,"meals, food",饭；饭食（较粗俗口语）,JLPT JLPT_2 JLPT_3,IWA[~#BL^U,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1053,N3,滅多に,めったに,"rarely (with neg. verb), seldom",很少（后接否定）；不常,JLPT JLPT_2 JLPT_3,j)#=ex#L)O,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1054,N3,メモ,メモ,"memorandum, note",笔记；便条；备忘录,JLPT JLPT_2 JLPT_3,"skJ)D[(,@.",jamsinclair/open-anki-jlpt-decks
jlpt-n3-1055,N3,面,めん,"face, mug, surface, side or facet, corner, page",脸；表面；方面,JLPT JLPT_2 JLPT_3,"w,_Ik;ZYes",jamsinclair/open-anki-jlpt-decks
jlpt-n3-1056,N3,綿,めん,cotton,棉；棉花,JLPT JLPT_2 JLPT_3,zi)_)]=$49,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1057,N3,免許,めんきょ,"license, permit, certificate",执照；许可证；资格证书,JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,giqsadF8[_,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1058,N3,面接,めんせつ,interview,面试,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki Genki_Ln.23 Intermediate_Japanese_Ln.3,"G{,..f)t;T",jamsinclair/open-anki-jlpt-decks
jlpt-n3-1059,N3,面倒,めんどう,"trouble, attention",麻烦；费事,JLPT JLPT_2 JLPT_3,jarwg?`xYM,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1060,N3,メンバー,メンバー,member,成员,JLPT JLPT_2 JLPT_3,ioP<e}C#*T,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1061,N3,申し込む,もうしこむ,"to apply for, to make an application",申请；报名；预约,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,p-@iqxnx(*,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1062,N3,申し訳,もうしわけ,"apology, excuse",辩解；道歉,JLPT JLPT_2 JLPT_3,"w0A,13h@XG",jamsinclair/open-anki-jlpt-decks
jlpt-n3-1063,N3,毛布,もうふ,blanket,毛毯,JLPT JLPT_2 JLPT_3,G|6QSL6HzW,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1064,N3,燃える,もえる,to burn,燃烧；热情洋溢,JLPT JLPT_2 JLPT_3,C2}(_d=*8],jamsinclair/open-anki-jlpt-decks
jlpt-n3-1065,N3,目的,もくてき,"purpose, goal, aim",目的；目标,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,"FrxXy0,/EI",jamsinclair/open-anki-jlpt-decks
jlpt-n3-1066,N3,目標,もくひょう,"mark, objective, target",目标；指标,JLPT JLPT_2 JLPT_3,eD#(2kEfi#,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1067,N3,文字,もじ,"letter (of alphabet), character",文字；字母；字符,JLPT JLPT_2 JLPT_3,v{bw_z2KT.,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1068,N3,文字,もんじ,"letter (of alphabet), character",文字；字母；字符,JLPT JLPT_2 JLPT_3,i}R1C0Kg[i,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1069,N3,もしかすると,もしかすると,"perhaps, maybe, by some chance",或许；说不定,JLPT JLPT_2 JLPT_3,E_gTNRA!W1,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1070,N3,もしも,もしも,if,假如；万一,JLPT JLPT_2 JLPT_3,Q41Ox`49(P,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1071,N3,持ち上げる,もちあげる,"to raise, to lift up, to flatter",举起；抬起；奉承,JLPT JLPT_2 JLPT_3,Ck3.ZXZ[6p,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1072,N3,用いる,もちいる,"to use, to make use of",使用；采用,JLPT JLPT_2 JLPT_3,so5H6d<zN+,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1073,N3,もったいない,もったいない,"wasteful; more than one deserves, unworthy of",可惜；浪费；受之有愧,JLPT JLPT_2 JLPT_3,yewBxbz7]I,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1074,N3,尤も,もっとも,"quite right, plausible, natural",合理；理所当然；不过（用于转折）,JLPT JLPT_2 JLPT_3,A>F:Ft1w22,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1075,N3,元,もと,"origin, original; former",根源；起源；原来；前（职务等）,JLPT JLPT_2 JLPT_3,"O)La7,`]AY",jamsinclair/open-anki-jlpt-decks
jlpt-n3-1076,N3,基,もと,basis,基础；根基,JLPT JLPT_2 JLPT_3,Icp_M75Xpg,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1077,N3,素,もと,prime,原料；元素,JLPT JLPT_2 JLPT_3,yGr3{oX4%H,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1078,N3,戻す,もどす,"to restore, to put back, to return",归还；放回；恢复（原状）,JLPT JLPT_2 JLPT_3,PmY(.gc-w+,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1079,N3,基づく,もとづく,"to be grounded on, to be based on",基于；根据,JLPT JLPT_2 JLPT_3,I&bTc?WHhL,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1080,N3,求める,もとめる,"to request, to ask for; to seek, to search for",寻求；要求；追求,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,lJ&@p010:m,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1081,N3,者,もの,person (same as 人 (ひと)),人,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,vAI([v0H/E,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1082,N3,物音,ものおと,sounds,声响；声音,JLPT JLPT_2 JLPT_3,hL<`ZEm#E^,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1083,N3,物語,ものがたり,"tale, story, legend",故事；传说,JLPT JLPT_2 JLPT_3,b2F39/cX@{,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1084,N3,物事,ものごと,"things, everything",事物；万事,JLPT JLPT_2 JLPT_3,JYu;9)KWYP,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1085,N3,燃やす,もやす,to burn,烧；燃烧（他动词）,JLPT JLPT_2 JLPT_3,h5FjFnJT{r,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1086,N3,模様,もよう,"pattern, figure, design",图案；花样；情况,JLPT JLPT_2 JLPT_3,DCW6|C<9T),jamsinclair/open-anki-jlpt-decks
jlpt-n3-1087,N3,文句,もんく,a complaint,怨言；抱怨,JLPT Intermediate_Japanese Genki JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki_Ln.21 Intermediate_Japanese_Ln.11,"q,87=b37fY",jamsinclair/open-anki-jlpt-decks
jlpt-n3-1088,N3,やがて,やがて,"before long, soon, at length",不久；很快；终于,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,nlnms.mL_|,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1089,N3,役,やく,"role, position",角色；职务；任务,JLPT JLPT_2 JLPT_3,sc=i9?h^tQ,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1090,N3,約,やく,"approximately, about, some",大约；约,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,L31l;C5Xp=,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1091,N3,訳,やく,translation,翻译,JLPT JLPT_2 JLPT_3,CmgPQjblgT,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1092,N3,訳す,やくす,to translate,翻译（他动词）,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,Cj2Ni~H!BW,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1093,N3,役割,やくわり,"assigning (allotment of) parts, role, duties",作用；角色；职责,JLPT JLPT_2 JLPT_3,"jj*z,nk6$Z",jamsinclair/open-anki-jlpt-decks
jlpt-n3-1094,N3,家賃,やちん,rent,房租,JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,Og7<v^:R8@,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1095,N3,厄介,やっかい,"trouble, burden, care",麻烦；棘手；照顾,JLPT JLPT_2 JLPT_3,O_#+8qFx*C,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1096,N3,宿,やど,"inn, lodging",旅馆；住宿处,JLPT JLPT_2 JLPT_3,F8A%9EzpfO,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1097,N3,雇う,やとう,"to employ, to hire",雇用（他动词）,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,fsV)jU5lVf,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1098,N3,屋根,やね,roof,屋顶,JLPT JLPT_2 JLPT_3,K@]5qy=.%v,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1099,N3,破る,やぶる,to tear; to violate; to defeat,撕破；违反；击败（他动词）,JLPT JLPT_2 JLPT_3,Hc|1rO==::,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1100,N3,破れる,やぶれる,"to get torn, to wear out",破裂；破损；磨损（自动词）,JLPT JLPT_2 JLPT_3,Q>N&s5^Kb%,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1101,N3,辞める,やめる,to retire,辞职；辞去（职务）,JLPT JLPT_2 JLPT_3,J|2c^zFs0y,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1102,N3,やや,やや,"a little, partially, somewhat",稍微；有点,JLPT JLPT_2 JLPT_3,OikgR+nKY0,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1103,N3,唯一,ゆいいつ,"only, sole, unique",唯一,JLPT JLPT_2 JLPT_3,mNuH=kxM-E,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1104,N3,勇気,ゆうき,"courage, bravery, boldness",勇气,JLPT JLPT_2 JLPT_3,z0tdm#]12w,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1105,N3,友好,ゆうこう,friendship,友好,JLPT JLPT_2 JLPT_3,qSk@+t:._p,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1106,N3,有効,ゆうこう,"valid, effectual",有效,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,iL.?i)%fKm,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1107,N3,優秀,ゆうしゅう,"superiority, excellence",优秀,JLPT JLPT_2 JLPT_3,O^v!ja{$6},jamsinclair/open-anki-jlpt-decks
jlpt-n3-1108,N3,優勝,ゆうしょう,"overall victory, championship",获胜；冠军,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,Gxir)F$3h;,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1109,N3,友情,ゆうじょう,"friendship, fellowship",友情,JLPT JLPT_2 JLPT_3,hpnSza2$^g,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1110,N3,友人,ゆうじん,friend (formal),朋友（较正式）,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.2,iE%IT=Qp]>,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1111,N3,有能,ゆうのう,"able, capable, efficient",有才能的；能干的,JLPT JLPT_2 JLPT_3,P0&QeU;_J8,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1112,N3,郵便,ゆうびん,"mail, postal service",邮政；邮件,JLPT JLPT_2 JLPT_3,y1Pm-8jy]k,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1113,N3,ユーモア,ユーモア,humor,幽默,JLPT JLPT_2 JLPT_3,df%[k|%u*+,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1114,N3,有利,ゆうり,"advantageous, better",有利,JLPT JLPT_2 JLPT_3,H]2^aHqq32,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1115,N3,床,ゆか,floor,地板,JLPT JLPT_2 JLPT_3,lG~]%rmVy|,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1116,N3,愉快,ゆかい,"pleasant, happy",愉快,JLPT JLPT_2 JLPT_3,"o,+Kowdko`",jamsinclair/open-anki-jlpt-decks
jlpt-n3-1117,N3,譲る,ゆずる,"to turn over, to assign, to hand over",让给；转让；让步,JLPT JLPT_2 JLPT_3,Hvg@/iJB}O,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1118,N3,豊か,ゆたか,"abundant, wealthy, plentiful, rich",丰富；富裕；充裕,JLPT JLPT_2 JLPT_3,"d9lbZ0yM,{",jamsinclair/open-anki-jlpt-decks
jlpt-n3-1119,N3,茹でる,ゆでる,to boil,（用开水）煮；烫（食物）,JLPT JLPT_2 JLPT_3,vocx6RiGG7,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1120,N3,許す,ゆるす,"to permit, to allow, to approve",允许；原谅；饶恕,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,jUZ.+k2dQs,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1121,N3,夜,よ,"evening, night",晚上，夜晚,JLPT JLPT_2 JLPT_3,O|UO#;VR|i,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1122,N3,夜明け,よあけ,"dawn, daybreak",黎明，天亮,JLPT JLPT_2 JLPT_3,P]gvvnr3UX,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1123,N3,酔う,よう,to get drunk,喝醉,JLPT JLPT_2 JLPT_3,Nw#Iv9NMME,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1124,N3,容易,ようい,"easy, simple, plain",容易，简单,JLPT JLPT_2 JLPT_3,P+bB1Di`Ky,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1125,N3,容器,ようき,"container, vessel",容器,JLPT JLPT_2 JLPT_3,iaea{|Cg@:,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1126,N3,陽気,ようき,"season, weather, cheerfulness",开朗；气候,JLPT JLPT_2 JLPT_3,u51di;kV4W,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1127,N3,要求,ようきゅう,"request, demand",要求，需求,JLPT JLPT_2 JLPT_3,nvC?4QsNf},jamsinclair/open-anki-jlpt-decks
jlpt-n3-1128,N3,用心,ようじん,"care, precaution, caution",小心，提防,JLPT JLPT_2 JLPT_3,Flc5De-&7.,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1129,N3,様子,ようす,"aspect, state, appearance",样子；情况,JLPT JLPT_2 JLPT_3,A7/`ZQ{`>8,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1130,N3,要するに,ようするに,"in a word, after all, in short …",总之，简言之,JLPT JLPT_2 JLPT_3,FOjPBhXtfP,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1131,N3,要素,ようそ,element,要素，因素,JLPT JLPT_2 JLPT_3,GZk%&=rm6%,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1132,N3,要点,ようてん,"gist, main point",要点，重点,JLPT JLPT_2 JLPT_3,Qs5wBsMZ.},jamsinclair/open-anki-jlpt-decks
jlpt-n3-1133,N3,曜日,ようび,day of the week,星期（几）,JLPT JLPT_2 JLPT_3,H-|U<zuUTq,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1134,N3,ヨーロッパ,ヨーロッパ,Europe,欧洲,JLPT JLPT_2 JLPT_3,cEJaT(aXg,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1135,N3,予期,よき,"expectation, forecast",预期，预料,JLPT JLPT_2 JLPT_3,k(Z/4d8ciX,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1136,N3,横切る,よこぎる,"to cross (e.g., arms), to traverse",横穿，穿过,JLPT JLPT_2 JLPT_3,ba+_Ekz}4>,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1137,N3,汚す,よごす,"to pollute, to make dirty",弄脏，污染,JLPT JLPT_2 JLPT_3,gASRu}ar&],jamsinclair/open-anki-jlpt-decks
jlpt-n3-1138,N3,予算,よさん,"estimate, budget",预算,JLPT JLPT_2 JLPT_3,k15uOKT$nk,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1139,N3,止す,よす,"to cease, to give up",停止，作罢,JLPT JLPT_2 JLPT_3,g87)Rqp|@G,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1140,N3,寄せる,よせる,"to collect, to gather, to put aside",使靠近；汇集；寄予,JLPT JLPT_2 JLPT_3,M9{&7Gc5&~,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1141,N3,予測,よそく,"prediction, estimation",预测；估计,JLPT JLPT_2 JLPT_3,E(^1aDIi!6,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1142,N3,ヨット,ヨット,yacht,游艇；帆船,JLPT JLPT_2 JLPT_3,G/C^ah63g_,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1143,N3,夜中,よなか,"midnight, dead of night",半夜；深夜,JLPT JLPT_2 JLPT_3,QTA:28I)zV,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1144,N3,世の中,よのなか,"society, the world",社会；世间；世上,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,zQaur22G#@,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1145,N3,余分,よぶん,"extra, excess, surplus",多余；剩余,JLPT JLPT_2 JLPT_3,uLcn4c5r}h,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1146,N3,予報,よほう,"forecast, prediction",预报,JLPT JLPT_2 JLPT_3,CpZ2Kf3K1p,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1147,N3,予防,よぼう,"prevention, protection against",预防,JLPT JLPT_2 JLPT_3,rDZhF+<_&},jamsinclair/open-anki-jlpt-decks
jlpt-n3-1148,N3,読み,よみ,reading,阅读；读法,JLPT JLPT_2 JLPT_3,K?H`Don1~V,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1149,N3,嫁,よめ,"bride, daughter-in-law",儿媳；新娘,JLPT JLPT_2 JLPT_3,oRq&EQjfdU,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1150,N3,余裕,よゆう,excess; surplus,充裕；余地；从容,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,E;;B#u-gwT,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1151,N3,より,より,"twist, ply",捻度；捻,JLPT JLPT_2 JLPT_3,"P,gDgn3/%z",jamsinclair/open-anki-jlpt-decks
jlpt-n3-1152,N3,因る,よる,to come from,由于；取决于；根据,JLPT JLPT_2 JLPT_3,bk:?0yP.}A,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1153,N3,喜び,よろこび,"joy, pleasure, rejoicing",喜悦；高兴,JLPT JLPT_2 JLPT_3,K+wNM)/!OH,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1154,N3,よろしく (かん),よろしく (かん),"best regards, please remember me",请多关照；代问好,JLPT JLPT_2 JLPT_3,uLM;15kvNe,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1155,N3,四,よん,four,四,JLPT JLPT_2 JLPT_3,FT^HSOQQHt,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1156,N3,来,らい～,next ~,来…（表示下一个的）,JLPT JLPT_2 JLPT_3,A=wX.vJ`;k,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1157,N3,ライター,ライター,lighter; writer,作家；打火机,JLPT JLPT_2 JLPT_3,NgUl4>*Khu,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1158,N3,楽,らく,"comfort, ease",舒适；轻松；容易,JLPT JLPT_2 JLPT_3,DiE;3Dx>c<,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1159,N3,ラケット,ラケット,racket,球拍,JLPT JLPT_2 JLPT_3,rc5WF%qwi^,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1160,N3,利益,りえき,"profits, gains",利益；利润,JLPT JLPT_2 JLPT_3,j{(4)&Jk(I,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1161,N3,理解,りかい,"understanding, comprehension",理解,JLPT JLPT_2 JLPT_3,kKF%t{|4d1,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1162,N3,陸,りく,"land, shore",陆地,JLPT JLPT_2 JLPT_3,f7mi}zh7:U,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1163,N3,利口,りこう,"clever, shrewd, bright",聪明；机灵,JLPT JLPT_2 JLPT_3,fywFMWmChi,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1164,N3,離婚,りこん,divorce,离婚,JLPT JLPT_2 JLPT_3,PI9p-(a/mR,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1165,N3,理想,りそう,ideal,理想,JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki,Ev]+?).P_6,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1166,N3,率,りつ,"rate, ratio, percentage",比率,JLPT JLPT_2 JLPT_3,s+WV`q_zTd,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1167,N3,留学,りゅうがく,studying abroad,留学,JLPT JLPT_2 JLPT_3,jA_j8gA?Xq,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1168,N3,流行,りゅうこう,"fashionable, fad, prevailing",流行；盛行,JLPT JLPT_2 JLPT_3,oDwVFzWRDw,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1169,N3,量,りょう,"quantity, amount",量；数量,JLPT JLPT_2 JLPT_3,EL&y=qJ[p],jamsinclair/open-anki-jlpt-decks
jlpt-n3-1170,N3,寮,りょう,"hostel, dormitory",宿舍,Genki_Ln.17 JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2 Genki,v~j5~V9)9G,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1171,N3,両替,りょうがえ,"change, money exchange",换钱；兑换,JLPT JLPT_2 JLPT_3,d:;<z]06Bi,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1172,N3,料金,りょうきん,"fee, charge, fare",费用；手续费,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,zVvm;g>0?l,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1173,N3,例,れい,"instance, example, case",事例；例子,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,kB-8@n:7>K,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1174,N3,礼,れい,expression of gratitude; bow,道谢；鞠躬行礼,JLPT JLPT_2 JLPT_3,EZ&Acuix#;,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1175,N3,例外,れいがい,exception,例外,JLPT JLPT_2 JLPT_3,tw6[F{cyVX,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1176,N3,礼儀,れいぎ,"manners, courtesy, etiquette",礼貌；礼节,JLPT JLPT_2 JLPT_3,Gd12dxU_~f,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1177,N3,冷静,れいせい,"calm, coolness",冷静；沉着,JLPT JLPT_2 JLPT_3,B49T]&wBB/,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1178,N3,列,れつ,"queue, line, row",队列；排；行,JLPT JLPT_2 JLPT_3,xG=0sSj|M],jamsinclair/open-anki-jlpt-decks
jlpt-n3-1179,N3,列車,れっしゃ,train (ordinary),列车；火车,JLPT JLPT_2 JLPT_3,QT2^`L&p0(,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1180,N3,レベル,レベル,level,水平；等级,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,zpbh!KoN[L,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1181,N3,連想,れんそう,"association (of ideas), suggestion",联想,JLPT JLPT_2 JLPT_3,"NQ21Zh,%s4",jamsinclair/open-anki-jlpt-decks
jlpt-n3-1182,N3,連続,れんぞく,"consecutive, continuity, continuing",连续；接连不断,JLPT JLPT_2 JLPT_3,ODN;p&H}o6,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1183,N3,老人,ろうじん,"the aged, old person",老人；老年人,JLPT JLPT_2 JLPT_3,Fz<ozu`hKp,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1184,N3,労働,ろうどう,"labor, work",劳动；工作,JLPT JLPT_2 JLPT_3,svW#2;;Cv:,jamsinclair/open-anki-jlpt-decks
jlpt-n3-1185,N3,ロケット,ロケット,"locket, rocket",火箭,JLPT JLPT_2 JLPT_3,s>l2C%ZS6!,jamsinclair/open-anki-jlpt-decks
